ts_utc,match,kickoff_utc,bookmaker,market,outcome,point,price
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betfair_ex_uk,h2h,USA,,2.18
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betfair_ex_uk,h2h,Draw,,3.35
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betfair_ex_uk,h2h_lay,Paraguay,,4.1
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betfair_ex_uk,h2h_lay,USA,,2.2
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betfair_ex_uk,h2h_lay,Draw,,3.4
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,smarkets,h2h,Paraguay,,4.0
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,smarkets,h2h,USA,,2.16
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,smarkets,h2h,Draw,,3.3
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,smarkets,h2h_lay,Paraguay,,4.1
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,smarkets,h2h_lay,USA,,2.2
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,smarkets,h2h_lay,Draw,,3.4
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,casumo,h2h,Paraguay,,3.95
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,casumo,h2h,USA,,2.08
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,casumo,h2h,Draw,,3.15
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,casumo,totals,Over,2.5,2.43
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,casumo,totals,Under,2.5,1.53
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,coral,h2h,Paraguay,,3.8
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,coral,h2h,USA,,2.1
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,coral,h2h,Draw,,3.2
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,ladbrokes_uk,h2h,Paraguay,,3.8
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,ladbrokes_uk,h2h,USA,,2.05
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,ladbrokes_uk,h2h,Draw,,3.2
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betway,h2h,Paraguay,,3.6
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betway,h2h,USA,,2.05
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betway,h2h,Draw,,3.2
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,sport888,h2h,Paraguay,,3.5
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,sport888,h2h,USA,,2.0
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,sport888,h2h,Draw,,3.2
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,williamhill,h2h,Paraguay,,3.6
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,williamhill,h2h,USA,,2.05
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,williamhill,h2h,Draw,,3.25
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,williamhill,totals,Over,2.5,2.3
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,williamhill,totals,Under,2.5,1.55
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,unibet_uk,h2h,Paraguay,,3.8
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,unibet_uk,h2h,USA,,2.1
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,unibet_uk,h2h,Draw,,3.2
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,livescorebet,h2h,Paraguay,,3.85
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,livescorebet,h2h,USA,,2.05
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,livescorebet,h2h,Draw,,3.1
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,leovegas,h2h,Paraguay,,3.95
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,leovegas,h2h,USA,,2.08
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,leovegas,h2h,Draw,,3.15
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,leovegas,totals,Over,2.5,2.43
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,leovegas,totals,Under,2.5,1.53
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,virginbet,h2h,Paraguay,,3.85
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,virginbet,h2h,USA,,2.05
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,virginbet,h2h,Draw,,3.1
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,boylesports,h2h,Paraguay,,3.75
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,boylesports,h2h,USA,,2.05
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,boylesports,h2h,Draw,,3.1
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betfred_uk,h2h,Paraguay,,3.75
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betfred_uk,h2h,USA,,2.1
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betfred_uk,h2h,Draw,,3.1
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betvictor,h2h,Paraguay,,3.75
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betvictor,h2h,USA,,2.1
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betvictor,h2h,Draw,,3.12
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,matchbook,h2h,Paraguay,,4.0
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,matchbook,h2h,USA,,2.18
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,matchbook,h2h,Draw,,3.35
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,matchbook,h2h_lay,Paraguay,,4.1
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,matchbook,h2h_lay,USA,,2.2
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,matchbook,h2h_lay,Draw,,3.4
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betfair_sb_uk,h2h,Paraguay,,3.6
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betfair_sb_uk,h2h,USA,,2.0
2026-06-12 20:14,USA v Paraguay,2026-06-13T01:00:00Z,betfair_sb_uk,h2h,Draw,,2.75
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,casumo,h2h,Qatar,,15.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,casumo,h2h,Switzerland,,1.21
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,casumo,h2h,Draw,,6.5
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,casumo,totals,Over,2.5,1.66
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,casumo,totals,Under,2.5,2.17
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,leovegas,h2h,Qatar,,15.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,leovegas,h2h,Switzerland,,1.21
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,leovegas,h2h,Draw,,6.5
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,leovegas,totals,Over,2.5,1.66
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,leovegas,totals,Under,2.5,2.17
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,livescorebet,h2h,Qatar,,14.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,livescorebet,h2h,Switzerland,,1.19
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,livescorebet,h2h,Draw,,6.4
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,virginbet,h2h,Qatar,,14.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,virginbet,h2h,Switzerland,,1.19
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,virginbet,h2h,Draw,,6.4
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,grosvenor,h2h,Qatar,,15.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,grosvenor,h2h,Switzerland,,1.21
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,grosvenor,h2h,Draw,,6.5
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,grosvenor,totals,Over,2.5,1.66
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,grosvenor,totals,Under,2.5,2.17
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,unibet_uk,h2h,Qatar,,13.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,unibet_uk,h2h,Switzerland,,1.23
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,unibet_uk,h2h,Draw,,5.75
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,smarkets,h2h,Qatar,,17.01
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,smarkets,h2h,Switzerland,,1.24
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,smarkets,h2h,Draw,,7.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,smarkets,h2h_lay,Qatar,,17.51
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,smarkets,h2h_lay,Switzerland,,1.25
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,smarkets,h2h_lay,Draw,,7.2
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,williamhill,h2h,Qatar,,13.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,williamhill,h2h,Switzerland,,1.22
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,williamhill,h2h,Draw,,5.8
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,williamhill,totals,Over,2.5,1.67
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,williamhill,totals,Under,2.5,2.1
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_ex_uk,h2h,Qatar,,16.5
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_ex_uk,h2h,Switzerland,,1.24
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_ex_uk,h2h,Draw,,7.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_ex_uk,h2h_lay,Qatar,,17.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_ex_uk,h2h_lay,Switzerland,,1.25
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_ex_uk,h2h_lay,Draw,,7.2
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betway,h2h,Qatar,,13.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betway,h2h,Switzerland,,1.22
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betway,h2h,Draw,,6.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,skybet,h2h,Qatar,,12.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,skybet,h2h,Switzerland,,1.18
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,skybet,h2h,Draw,,7.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,ladbrokes_uk,h2h,Qatar,,11.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,ladbrokes_uk,h2h,Switzerland,,1.22
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,ladbrokes_uk,h2h,Draw,,5.5
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,sport888,h2h,Qatar,,12.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,sport888,h2h,Switzerland,,1.22
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,sport888,h2h,Draw,,5.5
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,paddypower,h2h,Qatar,,14.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,paddypower,h2h,Switzerland,,1.18
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,paddypower,h2h,Draw,,6.5
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,coral,h2h,Qatar,,11.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,coral,h2h,Switzerland,,1.22
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,coral,h2h,Draw,,5.5
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,boylesports,h2h,Qatar,,13.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,boylesports,h2h,Switzerland,,1.22
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,boylesports,h2h,Draw,,5.5
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betfred_uk,h2h,Qatar,,13.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betfred_uk,h2h,Switzerland,,1.22
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betfred_uk,h2h,Draw,,6.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betvictor,h2h,Qatar,,15.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betvictor,h2h,Switzerland,,1.2
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betvictor,h2h,Draw,,6.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,h2h,Qatar,,16.5
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,h2h,Switzerland,,1.25
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,h2h,Draw,,7.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,h2h_lay,Qatar,,17.5
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,h2h_lay,Switzerland,,1.26
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,h2h_lay,Draw,,7.2
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,totals,Over,2.5,1.81
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,totals,Under,2.5,2.2
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_sb_uk,h2h,Qatar,,12.0
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_sb_uk,h2h,Switzerland,,1.17
2026-06-12 20:14,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_sb_uk,h2h,Draw,,5.0
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,paddypower,h2h,Brazil,,1.65
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,paddypower,h2h,Morocco,,5.5
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,paddypower,h2h,Draw,,3.7
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,skybet,h2h,Brazil,,1.62
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,skybet,h2h,Morocco,,5.25
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,skybet,h2h,Draw,,3.6
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,grosvenor,h2h,Brazil,,1.64
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,grosvenor,h2h,Morocco,,5.6
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,grosvenor,h2h,Draw,,3.8
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,grosvenor,totals,Over,2.5,2.02
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,grosvenor,totals,Under,2.5,1.75
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,betfair_ex_uk,h2h,Brazil,,1.72
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,betfair_ex_uk,h2h,Morocco,,5.9
2026-06-12 20:14,Brazil v Morocco,2026-06-13T22:00:00Z,betfair_ex_uk,h2h,Draw,,3.95
